cluster_names	Z7542	Z7546	Z7547	Z7574
103P14B1_1284	1	1	1	1
103P14B1_1285	1	1	1	1
103P14B1_1286	1	1	1	1
103P14B1_1288	1	1	1	1
103P14B1_1290	1	1	1	1
103P14B1_1292	1	1	1	1
103P14B1_1294	1	1	1	1
103P14B1_1295	1	1	1	1
103P14B1_1299	0	0	0	0
103P14B1_1302	0	0	0	0
103P14B1_1305	0	0	0	0
103P14B1_1307	0	0	0	0
103P14B1_1308	0	0	0	0
103P14B1_1309	0	0	0	0
103P14B1_1312	0	0	0	0
103P14B1_1313	0	0	0	0
103P14B1_1314	0	0	0	0
103P14B1_1315	0	0	0	0
103P14B1_1316	0	0	0	0
103P14B1_1317	1	1	1	0
103P14B1_1318	1	1	1	0
103P14B1_1319	1	1	1	0
103P14B1_1320	1	1	1	0
103P14B1_1321	1	1	1	0
103P14B1_1322	0	0	0	0
103P14B1_1323	0	0	0	0
103P14B1_1324	0	0	0	0
103P14B1_1325	1	1	1	0
103P14B1_1326	0	0	0	0
103P14B1_1327	1	1	1	0
103P14B1_1328	1	1	1	0
103P14B1_1329	1	1	1	0
103P14B1_1330	0	0	0	0
103P14B1_1331	0	0	0	0
103P14B1_1333	0	0	0	0
103P14B1_1334	0	0	0	0
103P14B1_1335	0	0	0	0
103P14B1_1336	0	0	0	0
103P14B1_1337	0	0	0	0
103P14B1_1339	0	0	0	0
103P14B1_1340	1	1	1	0
103P14B1_1343	0	0	0	0
103P14B1_1344	0	0	0	0
103P14B1_1346	1	1	1	1
103P14B1_1349	1	1	1	1
103P14B1_1350	1	1	1	1
103P14B1_1351	1	1	1	1
103P14B1_1352	1	1	1	1
103P14B1_1353	0	0	0	0
103P14B1_1354	0	0	0	1
103P14B1_1359	0	0	0	0
103P14B1_1360	0	0	0	0
103P14B1_1361	0	0	0	0
103P14B1_1362	1	1	1	1
103P14B1_1364	1	1	1	1
103P14B1_1365	1	1	1	1
103P14B1_1368	1	1	1	1
103P14B1_1369	1	1	1	1
103P14B1_1371	0	0	0	0
103P14B1_1372	1	1	1	1
103P14B1_1373	1	1	1	1
103P14B1_1374	1	1	1	1
103P14B1_1375	0	0	0	1
103P14B1_1377	0	0	0	1
103P14B1_1379	0	0	0	1
103P14B1_1382	0	0	0	0
103P14B1_1384	1	1	1	1
103P14B1_1385	1	1	1	1
103P14B1_1386	1	1	1	1
103P14B1_1387	1	1	1	1
103P14B1_1389	1	1	1	1
103P14B1_1390	1	1	1	1
103P14B1_1391	1	1	1	1
103P14B1_1392	1	1	1	1
103P14B1_1393	1	1	1	1
103P14B1_1396	1	1	1	1
103P14B1_1397	1	1	1	1
103P14B1_1398	1	1	1	1
103P14B1_1399	1	1	1	1
103P14B1_1401	1	1	1	1
103P14B1_1402	1	1	1	1
103P14B1_1404	0	0	0	0
103P14B1_1405	0	0	0	0
103P14B1_1406	1	1	1	1
103P14B1_1407	1	1	1	1
103P14B1_1408	1	1	1	1
103P14B1_1409	1	1	1	1
103P14B1_1412	1	1	1	1
103P14B1_1413	1	1	1	1
103P14B1_1414	1	1	1	1
103P14B1_1416	1	1	1	1
103P14B1_1417	1	1	1	1
103P14B1_1418	1	1	1	1
103P14B1_1419	1	1	1	1
103P14B1_1420	1	1	1	1
103P14B1_1421	1	1	1	1
103P14B1_1422	0	0	0	0
103P14B1_1423	1	1	1	1
103P14B1_1424	1	1	1	1
103P14B1_1425	1	1	1	1
103P14B1_1426	1	1	1	1
103P14B1_1428	1	1	1	1
103P14B1_1429	1	1	1	1
103P14B1_1432	1	1	1	1
103P14B1_1433	1	1	1	1
103P14B1_1434	1	1	1	1
103P14B1_1435	1	1	1	1
103P14B1_1436	1	1	1	1
103P14B1_1437	1	1	1	1
103P14B1_1439	0	0	0	0
103P14B1_1440	1	1	1	1
103P14B1_1442	1	1	1	1
103P14B1_1444	1	1	1	1
103P14B1_1445	1	1	1	1
103P14B1_1446	1	1	1	1
103P14B1_1447	1	1	1	1
103P14B1_1448	1	1	1	1
103P14B1_1451	1	1	1	1
103P14B1_1452	1	1	1	1
103P14B1_1453	1	1	1	1
103P14B1_1456	1	1	1	1
103P14B1_1459	1	1	1	1
103P14B1_1460	1	1	1	1
103P14B1_1461	1	1	1	1
103P14B1_1462	1	1	1	1
103P14B1_1463	1	1	1	1
103P14B1_1465	1	1	1	1
103P14B1_1466	1	1	1	1
103P14B1_1467	1	1	1	1
103P14B1_1468	1	1	1	1
103P14B1_1470	1	1	1	1
103P14B1_1471	1	1	1	1
103P14B1_1472	1	1	1	1
103P14B1_1473	1	1	1	1
103P14B1_1474	1	1	1	1
103P14B1_1475	1	1	1	1
103P14B1_1476	1	1	1	1
103P14B1_1477	1	1	1	1
103P14B1_1479	1	1	1	1
103P14B1_1480	1	1	1	1
103P14B1_1481	1	1	1	1
103P14B1_1482	1	1	1	1
103P14B1_1483	1	1	1	1
103P14B1_1484	1	1	1	1
103P14B1_1485	1	1	1	1
103P14B1_1486	1	1	1	1
103P14B1_1490	1	1	1	1
103P14B1_1491	1	1	1	1
103P14B1_1492	1	1	1	1
103P14B1_1493	1	1	1	1
103P14B1_1496	1	1	1	1
103P14B1_1498	1	0	1	1
103P14B1_1500	1	1	1	1
103P14B1_1501	0	0	0	0
103P14B1_1502	0	0	0	0
103P14B1_1503	0	0	0	0
103P14B1_1504	0	0	0	0
103P14B1_1505	0	0	0	0
103P14B1_1506	0	0	0	0
103P14B1_1507	0	0	0	0
103P14B1_1508	0	0	0	0
103P14B1_1083	1	1	1	1
103P14B1_1514	1	1	1	1
103P14B1_1515	1	1	1	1
103P14B1_1516	1	1	1	1
103P14B1_1518	1	1	1	1
103P14B1_1519	1	1	1	1
103P14B1_1520	1	1	1	1
103P14B1_1521	1	1	1	1
103P14B1_1522	1	1	1	1
103P14B1_1524	1	1	1	1
103P14B1_1527	1	1	1	0
103P14B1_1529	1	1	1	1
103P14B1_1530	1	1	1	1
103P14B1_1532	1	1	1	1
103P14B1_1534	0	0	0	0
103P14B1_1535	0	0	0	0
103P14B1_1536	1	1	1	1
103P14B1_1537	0	0	0	0
103P14B1_1538	1	1	1	1
103P14B1_1539	0	0	0	0
103P14B1_1541	1	1	1	1
103P14B1_1542	1	1	1	1
103P14B1_1543	1	1	1	1
103P14B1_1544	1	1	1	1
103P14B1_1547	0	0	0	0
103P14B1_1551	0	0	0	0
103P14B1_1552	1	1	1	1
103P14B1_1553	1	1	1	1
103P14B1_1554	0	0	0	0
103P14B1_1555	0	0	0	0
103P14B1_1558	1	1	1	1
103P14B1_1559	1	1	1	1
103P14B1_1562	1	1	1	1
103P14B1_1565	1	1	1	1
103P14B1_1566	1	1	1	1
103P14B1_1567	1	1	1	1
103P14B1_1568	1	1	1	1
103P14B1_1569	1	1	1	1
103P14B1_1570	1	1	1	1
103P14B1_1571	1	1	1	1
103P14B1_1578	0	0	0	0
103P14B1_1579	1	1	1	1
103P14B1_1580	0	0	0	0
103P14B1_1581	1	1	1	1
103P14B1_1584	1	1	1	1
103P14B1_1585	1	1	1	1
103P14B1_1587	0	0	0	0
103P14B1_1588	0	0	0	0
103P14B1_1591	0	0	0	0
103P14B1_1593	1	1	1	1
103P14B1_1594	1	1	1	1
103P14B1_1595	1	1	1	1
103P14B1_1596	1	1	1	1
103P14B1_1597	1	1	1	1
103P14B1_1598	1	1	1	1
103P14B1_1599	1	1	1	1
103P14B1_1600	1	1	1	1
103P14B1_1601	1	1	1	1
103P14B1_1602	1	1	1	1
103P14B1_1603	1	1	1	1
103P14B1_1604	1	1	1	1
103P14B1_1606	0	0	0	0
103P14B1_1607	0	0	0	0
103P14B1_1608	0	0	0	0
103P14B1_1609	0	0	0	0
103P14B1_1612	1	1	1	1
103P14B1_1613	1	1	1	1
103P14B1_1614	1	1	1	1
103P14B1_1616	1	1	1	1
103P14B1_1618	1	1	1	1
103P14B1_1619	1	1	1	1
103P14B1_1620	1	1	1	1
103P14B1_1622	1	1	1	1
103P14B1_1624	1	1	1	1
103P14B1_1625	1	1	1	1
103P14B1_1626	1	0	1	1
103P14B1_1629	1	1	1	1
103P14B1_1631	1	1	1	1
103P14B1_1632	1	1	1	1
103P14B1_1633	1	1	1	1
103P14B1_1634	1	1	1	1
103P14B1_1635	1	1	1	1
103P14B1_1637	1	1	1	1
103P14B1_1638	1	1	1	1
103P14B1_1639	1	1	1	1
103P14B1_1640	1	1	1	1
103P14B1_1641	1	1	1	1
103P14B1_1642	1	1	1	1
103P14B1_1643	1	1	1	1
103P14B1_1645	1	1	1	1
103P14B1_1646	1	1	1	1
103P14B1_1647	0	0	0	0
103P14B1_1649	1	1	1	1
103P14B1_1651	0	0	0	1
103P14B1_1653	0	0	0	1
103P14B1_1654	1	1	1	1
103P14B1_1656	1	1	1	1
103P14B1_1660	1	1	1	1
103P14B1_1661	1	1	1	1
103P14B1_1662	1	1	1	1
103P14B1_1663	1	1	1	1
103P14B1_1664	1	1	1	1
103P14B1_1665	1	1	1	1
103P14B1_1666	1	1	1	1
103P14B1_1667	1	1	1	1
103P14B1_1673	1	1	1	1
103P14B1_1674	0	0	0	0
103P14B1_1675	1	1	1	1
103P14B1_1676	1	1	1	1
103P14B1_1677	1	1	1	1
103P14B1_1678	1	1	1	1
103P14B1_1680	1	1	1	1
103P14B1_1681	1	1	1	1
103P14B1_1682	1	1	1	1
103P14B1_1683	1	1	1	1
103P14B1_1685	0	0	0	0
103P14B1_1687	1	1	1	1
103P14B1_1689	1	1	1	1
103P14B1_1690	0	0	0	0
103P14B1_1692	1	1	1	1
103P14B1_1693	1	1	1	1
103P14B1_1694	1	1	1	1
103P14B1_1695	1	1	1	1
103P14B1_1697	1	1	1	1
103P14B1_1699	1	1	1	1
103P14B1_1700	1	1	1	1
103P14B1_1701	0	0	0	0
103P14B1_1703	1	1	1	1
103P14B1_1704	1	1	1	1
103P14B1_1705	1	1	1	1
103P14B1_1707	1	1	1	1
103P14B1_1708	1	1	1	1
103P14B1_1709	1	1	1	1
103P14B1_1710	1	1	1	1
103P14B1_1714	1	1	1	1
103P14B1_1715	1	1	1	1
103P14B1_1716	1	1	1	1
103P14B1_1718	1	1	1	1
103P14B1_1719	1	1	1	1
103P14B1_1720	1	1	1	1
103P14B1_1721	1	1	1	1
103P14B1_1723	1	1	1	1
103P14B1_1724	1	1	1	1
103P14B1_1725	1	1	1	1
103P14B1_1727	1	1	1	1
103P14B1_1728	1	1	1	1
103P14B1_1729	1	1	1	1
103P14B1_1730	1	1	1	1
103P14B1_1732	1	1	1	1
103P14B1_1733	1	1	1	1
103P14B1_1737	1	1	1	1
103P14B1_1738	1	1	1	1
103P14B1_1740	1	1	1	1
103P14B1_1741	1	1	1	1
103P14B1_1743	1	1	1	1
103P14B1_1744	1	1	1	1
103P14B1_1745	1	1	1	1
103P14B1_1746	1	1	1	1
103P14B1_1747	1	1	1	1
103P14B1_1748	1	1	1	1
103P14B1_1749	1	1	1	1
103P14B1_1750	1	1	1	1
103P14B1_1751	1	1	1	1
103P14B1_1752	1	1	1	1
103P14B1_1755	1	1	1	1
103P14B1_1757	0	0	0	1
103P14B1_1758	1	1	1	1
103P14B1_1759	1	1	1	1
103P14B1_1760	1	1	1	1
103P14B1_1761	1	1	1	1
103P14B1_1763	0	0	0	0
103P14B1_1764	1	1	1	1
103P14B1_1765	1	1	1	1
103P14B1_1770	1	1	1	1
103P14B1_1772	1	1	1	1
103P14B1_1773	1	1	1	1
103P14B1_1777	1	1	1	1
103P14B1_1780	0	0	0	0
103P14B1_1781	1	1	1	1
103P14B1_1782	1	1	1	1
103P14B1_1783	1	1	1	1
103P14B1_1785	1	1	1	1
103P14B1_1786	1	1	1	1
103P14B1_1788	1	1	1	1
103P14B1_1789	1	1	1	1
103P14B1_1790	1	1	1	1
103P14B1_1791	0	0	0	0
103P14B1_1792	1	1	1	1
103P14B1_1793	1	1	1	1
103P14B1_1794	1	1	1	1
103P14B1_1795	1	1	1	1
103P14B1_1796	1	1	1	1
103P14B1_1798	1	1	1	1
103P14B1_1799	1	1	1	1
103P14B1_1801	1	1	1	1
103P14B1_1803	1	1	1	1
103P14B1_1804	1	1	1	1
103P14B1_1805	1	1	1	1
103P14B1_1806	1	1	1	1
103P14B1_1807	1	1	1	1
103P14B1_1809	1	1	1	1
103P14B1_1811	1	1	1	1
103P14B1_1816	1	1	1	1
103P14B1_1084	1	1	1	1
103P14B1_1819	0	0	0	0
103P14B1_1820	0	0	0	0
103P14B1_1821	0	0	0	0
103P14B1_1822	0	0	0	0
103P14B1_1823	0	0	0	0
103P14B1_1824	0	0	0	0
103P14B1_1825	0	0	0	0
103P14B1_1826	0	0	0	0
103P14B1_1827	0	0	0	0
103P14B1_1828	0	0	0	0
103P14B1_1829	1	1	1	1
103P14B1_1830	1	1	1	1
103P14B1_1833	1	1	1	1
103P14B1_1834	1	1	1	1
103P14B1_1835	1	1	1	1
103P14B1_1836	1	1	1	1
103P14B1_1837	1	1	1	1
103P14B1_1838	1	1	1	1
103P14B1_1840	1	1	1	1
103P14B1_1842	1	1	1	1
103P14B1_1843	1	1	1	1
103P14B1_1845	1	1	1	1
103P14B1_1846	1	1	1	1
103P14B1_1847	1	1	1	1
103P14B1_1848	1	1	1	1
103P14B1_1849	1	1	1	1
103P14B1_1850	0	0	0	0
103P14B1_1851	1	1	1	1
103P14B1_1853	0	0	0	0
103P14B1_1854	0	0	0	0
103P14B1_1857	0	0	0	0
103P14B1_1860	1	1	1	1
103P14B1_1861	1	1	1	1
103P14B1_1862	1	1	1	1
103P14B1_1864	1	1	1	1
103P14B1_1865	1	1	1	1
103P14B1_1866	0	0	0	0
103P14B1_1867	1	1	1	1
103P14B1_1868	1	1	1	1
103P14B1_1869	1	1	1	1
103P14B1_1872	1	1	1	1
103P14B1_1873	1	1	1	1
103P14B1_1874	0	0	0	0
103P14B1_1875	1	1	1	1
103P14B1_1876	1	1	1	1
103P14B1_1877	1	1	1	1
103P14B1_1880	1	1	1	1
103P14B1_1881	1	1	1	1
103P14B1_1882	0	0	0	0
103P14B1_1883	0	0	0	0
103P14B1_1886	1	1	1	1
103P14B1_1887	1	1	1	1
103P14B1_1888	1	1	1	1
103P14B1_1890	1	1	1	1
103P14B1_1891	1	1	1	1
103P14B1_1892	0	0	0	0
103P14B1_1894	1	1	1	1
103P14B1_1895	1	1	1	1
103P14B1_1896	1	1	1	1
103P14B1_1898	1	1	1	1
103P14B1_1901	0	0	0	0
103P14B1_1902	0	0	0	0
103P14B1_1904	0	0	0	0
103P14B1_1905	0	0	0	0
103P14B1_1906	0	0	0	0
103P14B1_1907	0	0	0	0
103P14B1_1908	0	0	0	0
103P14B1_1910	0	0	0	0
103P14B1_1911	0	0	0	0
103P14B1_1912	0	0	0	0
103P14B1_1913	0	0	0	0
103P14B1_1914	0	0	0	0
103P14B1_1915	0	0	0	0
103P14B1_1916	0	0	0	0
103P14B1_1918	0	0	0	0
103P14B1_1919	0	0	0	0
103P14B1_1920	0	0	0	0
103P14B1_1921	0	0	0	0
103P14B1_1922	0	0	0	0
103P14B1_1923	0	0	0	0
103P14B1_1924	0	0	0	0
103P14B1_1925	0	0	0	0
103P14B1_1926	0	0	0	0
103P14B1_1928	1	1	1	1
103P14B1_1929	1	1	1	1
103P14B1_1930	1	1	1	1
103P14B1_1934	1	1	1	1
103P14B1_1937	1	1	1	1
103P14B1_1939	1	1	1	1
103P14B1_1942	1	1	1	1
103P14B1_1944	1	1	1	1
103P14B1_1945	1	1	1	1
103P14B1_1948	1	1	1	1
103P14B1_1951	1	1	1	1
103P14B1_1952	1	1	1	1
103P14B1_1953	1	1	1	1
103P14B1_1954	1	1	1	1
103P14B1_1955	1	1	1	1
103P14B1_1956	1	1	1	1
103P14B1_1957	1	1	1	1
103P14B1_1958	1	1	1	1
103P14B1_1959	1	1	1	1
103P14B1_1960	0	0	0	0
103P14B1_1961	1	1	1	1
103P14B1_1962	1	1	1	1
103P14B1_1963	1	1	1	1
103P14B1_1966	1	1	1	1
103P14B1_1967	1	1	1	1
103P14B1_1968	1	1	1	1
103P14B1_1969	1	1	1	1
103P14B1_1970	1	1	1	1
103P14B1_1971	1	1	1	1
103P14B1_1972	1	1	1	1
103P14B1_1973	1	1	1	1
103P14B1_1974	1	1	1	1
103P14B1_1975	1	1	1	1
103P14B1_1976	1	1	1	1
103P14B1_1977	1	1	1	1
103P14B1_1978	1	1	1	1
103P14B1_1979	1	1	1	1
103P14B1_1980	1	1	1	1
103P14B1_1981	1	1	1	1
103P14B1_1982	1	1	1	1
103P14B1_1983	1	1	1	1
103P14B1_1984	1	1	1	1
103P14B1_1985	1	1	1	1
103P14B1_1986	1	1	1	1
103P14B1_1987	1	1	1	1
103P14B1_1988	1	1	1	1
103P14B1_1990	1	1	1	1
103P14B1_1991	1	1	1	1
103P14B1_1992	1	1	1	1
103P14B1_1994	1	1	1	1
103P14B1_1995	1	1	1	1
103P14B1_1997	1	0	1	1
103P14B1_1998	1	1	1	1
103P14B1_1999	1	1	1	1
103P14B1_2000	1	1	1	1
103P14B1_2001	1	1	1	1
103P14B1_2004	1	1	1	1
103P14B1_2005	1	1	1	1
103P14B1_2006	1	1	1	1
103P14B1_2007	1	1	1	1
103P14B1_2008	1	1	1	1
103P14B1_2009	1	1	1	1
103P14B1_2010	1	1	1	1
103P14B1_2012	1	1	1	1
103P14B1_2014	1	1	1	1
103P14B1_2015	1	1	1	1
103P14B1_2016	1	1	1	1
103P14B1_2017	1	1	1	1
103P14B1_2018	1	1	1	1
103P14B1_2019	1	1	1	1
103P14B1_2021	1	1	1	1
103P14B1_2022	1	1	1	1
103P14B1_2023	1	1	1	1
103P14B1_2025	0	0	0	0
103P14B1_2028	0	0	0	0
103P14B1_2029	0	0	0	0
103P14B1_2032	0	0	0	0
103P14B1_2035	1	1	1	1
103P14B1_2036	1	1	1	1
103P14B1_2038	1	1	1	1
103P14B1_2039	1	1	1	1
103P14B1_2040	1	1	1	1
103P14B1_2044	1	1	1	1
103P14B1_2046	1	1	1	1
103P14B1_2048	0	0	0	0
103P14B1_2049	0	0	0	0
103P14B1_2050	0	0	0	0
103P14B1_2051	0	0	0	0
103P14B1_2053	1	1	1	1
103P14B1_2054	1	1	1	1
103P14B1_2055	1	1	1	1
103P14B1_2056	1	1	1	1
103P14B1_2057	0	0	0	0
103P14B1_2061	1	1	1	1
103P14B1_2062	1	1	1	1
103P14B1_2063	1	1	1	1
103P14B1_2064	1	1	1	1
103P14B1_2068	1	1	1	1
103P14B1_2069	1	1	1	1
103P14B1_2070	1	1	1	1
103P14B1_2071	1	1	1	1
103P14B1_2072	1	1	1	1
103P14B1_2075	0	0	0	0
103P14B1_2077	1	1	1	1
103P14B1_2078	1	1	1	1
103P14B1_2079	1	1	1	1
103P14B1_2082	1	1	1	1
103P14B1_2084	1	1	1	1
103P14B1_2086	1	1	1	1
103P14B1_2087	1	1	1	1
103P14B1_2088	1	1	1	1
103P14B1_2089	1	1	1	1
103P14B1_2090	1	1	1	1
103P14B1_2092	0	0	0	0
103P14B1_2093	0	0	0	0
103P14B1_2094	0	0	0	0
103P14B1_2095	0	0	0	0
103P14B1_2096	0	0	0	0
103P14B1_2097	0	0	0	0
103P14B1_2098	0	0	0	0
103P14B1_80	1	1	1	1
12P80B1_54	1	1	1	0
103P14B1_123	1	1	1	1
103P14B1_148	1	1	1	1
12P80B1_99	1	1	1	1
12P80B1_118	1	1	1	1
103P14B1_764	1	1	1	1
103P14B1_761	1	1	1	1
103P14B1_748	1	1	1	0
12P80B1_175	0	0	0	1
103P14B1_734	1	1	1	1
103P14B1_733	1	1	1	1
12P80B1_194	0	0	0	0
12P80B1_196	0	0	0	0
103P14B1_1933	1	1	1	1
103P14B1_1943	1	1	1	1
12P80B1_233	1	1	1	1
103P14B1_1965	1	1	1	1
103P14B1_1989	1	1	1	1
12P80B1_283	1	1	1	1
103P14B1_2013	1	1	1	1
12P80B1_290	1	1	1	1
103P14B1_813	0	0	0	0
103P14B1_855	1	1	1	1
12P80B1_355	1	1	1	1
103P14B1_841	1	1	1	1
103P14B1_178	1	1	1	1
103P14B1_173	1	1	1	1
103P14B1_1357	0	0	0	0
12P80B1_386	0	0	0	0
12P80B1_393	0	0	0	0
12P80B1_394	0	0	0	0
12P80B1_395	0	0	0	0
103P14B1_833	0	0	0	0
12P80B1_407	0	0	0	0
12P80B1_410	1	1	1	1
103P14B1_2052	0	0	0	0
12P80B1_444	0	0	0	0
103P14B1_877	1	1	1	1
12P80B1_505	0	0	0	0
12P80B1_546	0	0	0	0
103P14B1_203	1	1	1	1
103P14B1_602	1	1	1	1
103P14B1_597	1	1	1	1
103P14B1_586	1	1	1	1
103P14B1_584	1	1	1	1
12P80B1_590	1	1	1	1
12P80B1_592	1	1	1	1
103P14B1_2030	0	0	0	0
103P14B1_1659	1	1	1	1
103P14B1_1658	1	1	1	1
12P80B1_645	0	0	0	0
12P80B1_646	0	0	0	0
12P80B1_647	0	0	0	0
12P80B1_648	0	0	0	0
103P14B1_1636	1	1	1	1
103P14B1_1628	1	1	1	1
12P80B1_687	0	0	0	0
103P14B1_1611	0	0	0	0
12P80B1_696	0	0	0	0
12P80B1_697	0	0	0	0
12P80B1_698	0	0	0	0
12P80B1_700	0	0	0	0
12P80B1_704	0	0	0	0
103P14B1_1605	1	1	1	1
103P14B1_1592	1	1	1	1
12P80B1_728	0	0	0	0
12P80B1_730	0	0	0	0
12P80B1_732	0	0	0	0
12P80B1_737	1	1	1	1
103P14B1_1283	1	1	1	1
103P14B1_44	1	1	1	1
103P14B1_30	1	1	1	1
103P14B1_1711	1	1	1	1
103P14B1_1706	1	1	1	1
103P14B1_1702	1	1	1	1
12P80B1_818	0	0	0	0
103P14B1_1691	0	0	0	0
103P14B1_1684	1	1	1	1
103P14B1_1668	0	0	0	1
12P80B1_848	0	0	0	0
12P80B1_856	1	1	1	1
12P80B1_918	0	0	0	0
12P80B1_929	0	0	0	1
103P14B1_2081	1	1	1	1
103P14B1_1897	1	1	1	1
103P14B1_2083	1	1	1	1
103P14B1_1006	1	1	1	1
103P14B1_1007	1	1	1	1
103P14B1_1015	0	0	0	0
103P14B1_1017	0	0	0	0
12P80B1_1072	0	0	0	0
12P80B1_1073	0	0	0	0
103P14B1_659	0	0	0	0
12P80B1_1140	1	1	1	1
12P80B1_1143	0	0	0	0
103P14B1_536	1	1	1	1
103P14B1_997	1	1	1	1
103P14B1_992	1	1	1	1
12P80B1_1197	1	1	1	1
103P14B1_13	1	1	1	1
103P14B1_18	0	0	0	1
103P14B1_1734	1	1	1	1
103P14B1_1753	1	1	1	1
103P14B1_1762	1	1	1	1
12P80B1_1252	1	1	1	1
12P80B1_1253	1	1	1	1
103P14B1_1797	1	1	1	1
12P80B1_1271	1	1	1	1
103P14B1_1812	0	0	0	1
12P80B1_1290	0	0	0	0
103P14B1_1560	1	1	1	1
103P14B1_1545	1	1	1	1
103P14B1_1549	1	1	1	1
103P14B1_1550	0	0	0	0
103P14B1_1884	1	1	1	1
103P14B1_1879	1	1	1	1
103P14B1_1878	1	1	1	1
12P80B1_1381	0	1	1	0
103P14B1_482	1	1	1	1
103P14B1_493	1	1	1	1
12P80B1_1431	1	1	1	1
103P14B1_513	0	0	0	0
103P14B1_46	1	1	1	1
103P14B1_1540	1	1	1	1
12P80B1_1511	1	1	1	1
12P80B1_1596	0	0	0	0
12P80B1_1602	0	0	0	0
12P80B1_1608	1	1	1	1
103P14B1_246	1	1	1	1
103P14B1_786	0	0	0	0
12P80B1_1679	1	1	1	1
103P14B1_1166	1	1	1	1
103P14B1_1162	1	1	1	1
12P80B1_1702	0	0	0	1
12P80B1_1742	0	0	0	0
12P80B1_1752	1	1	1	1
103P14B1_1115	1	1	1	1
12P80B1_1787	1	1	1	1
103P14B1_1217	1	1	1	1
12P80B1_1799	1	1	1	1
103P14B1_1232	1	1	1	1
103P14B1_1239	1	1	1	1
103P14B1_1395	1	1	1	1
12P80B1_1859	1	1	1	1
103P14B1_1852	0	0	0	0
103P14B1_1841	1	1	1	1
103P14B1_363	1	1	1	1
103P14B1_350	1	1	1	1
12P80B1_1957	1	1	1	1
12P80B1_1962	1	1	1	1
103P14B1_311	1	1	1	1
103P14B1_310	1	1	1	1
103P14B1_294	1	1	1	1
103P14B1_1123	1	1	1	1
103P14B1_1769	1	1	1	1
43617_13	0	0	0	0
103P14B1_1735	1	1	1	1
103P14B1_1212	1	1	1	1
43617_86	0	0	0	1
103P14B1_1040	1	1	1	1
43617_116	1	1	1	1
103P14B1_1100	1	1	1	1
103P14B1_1091	0	0	0	0
43617_134	0	0	0	0
43617_135	0	0	0	0
43617_136	0	0	0	0
43617_137	0	0	0	0
103P14B1_907	1	1	1	1
103P14B1_1332	0	0	0	0
43617_171	0	0	0	0
43617_173	1	1	1	0
43617_175	0	0	0	0
103P14B1_1256	1	1	1	0
43617_181	0	0	0	0
43617_182	0	0	0	0
43617_186	1	1	1	0
103P14B1_1293	1	1	1	1
103P14B1_1291	1	1	1	1
103P14B1_1779	1	1	1	1
103P14B1_2073	1	1	1	1
43617_304	0	0	0	1
43617_320	0	0	0	0
12P80B1_1741	1	1	1	1
43617_350	1	1	1	1
103P14B1_1345	1	1	1	1
43617_388	1	1	1	1
103P14B1_343	1	1	1	1
43617_438	1	1	1	1
103P14B1_1698	1	1	1	1
103P14B1_1655	1	1	1	1
43617_517	0	0	0	0
103P14B1_1644	1	1	1	1
103P14B1_1623	1	1	1	1
43617_570	0	0	0	0
12P80B1_882	0	0	0	0
103P14B1_1441	1	1	1	1
43617_654	1	1	1	1
103P14B1_682	1	1	1	1
103P14B1_675	1	1	1	1
43617_700	0	0	0	0
43617_749	0	0	0	0
103P14B1_1064	1	1	1	1
43617_778	0	0	0	0
43617_779	0	0	0	0
103P14B1_1046	1	1	1	1
103P14B1_1561	1	1	1	1
43617_927	0	0	0	0
103P14B1_1577	1	1	1	1
103P14B1_905	1	1	1	1
103P14B1_1109	1	1	1	1
103P14B1_1118	1	1	1	1
103P14B1_1341	0	0	0	0
103P14B1_1338	0	0	0	0
43617_972	0	0	0	0
43617_973	0	0	0	0
43617_974	0	0	0	0
43617_975	0	0	0	0
103P14B1_556	1	1	1	1
43617_1000	0	0	0	0
43617_1029	1	1	1	1
43617_1085	0	0	0	0
43617_1088	0	0	0	0
43617_1090	0	0	0	0
43617_1149	0	0	0	0
43617_1162	1	1	1	1
103P14B1_1583	1	1	1	1
43617_1172	1	1	1	1
43617_1190	1	1	1	1
43617_1211	0	0	0	0
43617_1213	0	0	0	0
43617_1214	0	0	0	0
43617_1215	0	0	0	0
103P14B1_2076	0	0	0	0
103P14B1_1940	1	1	1	1
103P14B1_1935	1	1	1	1
103P14B1_766	1	1	1	1
43617_1306	1	1	1	1
103P14B1_477	1	1	1	1
103P14B1_117	1	1	1	1
103P14B1_242	1	1	1	1
103P14B1_219	1	1	1	1
103P14B1_1839	1	1	1	1
43617_1543	1	1	1	1
103P14B1_815	1	1	1	1
43617_1595	0	0	0	0
43617_1612	0	0	0	0
43617_1614	0	0	0	0
43617_1617	0	0	0	1
43617_1622	0	0	0	0
103P14B1_1	0	0	0	0
43617_1635	0	0	0	0
43617_1650	0	0	0	0
43617_1671	0	0	0	0
43617_1686	1	1	1	1
43617_1717	1	1	1	1
43617_1721	1	1	1	0
43617_1722	1	1	1	0
43617_1723	1	0	1	0
43617_1726	1	1	1	0
43617_1728	1	1	1	0
43617_1729	1	1	1	0
43617_1732	0	0	0	0
43617_1735	1	1	1	0
43617_1736	1	1	1	0
43617_1737	1	1	1	0
43617_1738	1	1	1	0
43617_1739	1	1	1	0
43617_1792	1	1	1	1
103P14B1_1034	1	1	1	1
103P14B1_1964	1	1	1	1
43617_1887	0	0	0	0
43617_1894	0	0	0	0
